model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
469,,,,"Abstract tracer value encountered where concrete value is expected: Traced<ShapedArray(float32[])>with<DynamicJaxprTrace(level=2/4)>
The axis argument must be known statically.
The error occurred while tracing the function __call__ at jax_files/BIOMD0000000469.py:23 for xla_call. This concrete value was not available in Python because it depends on the value of the argument 'c'.

See https://jax.readthedocs.io/en/latest/errors.html#jax.errors.ConcretizationTypeError",Smallbone2013 - E.coli metabolic model with linlog rate law,['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],786,420,2,399,0,0,425,"[2, 2, 2, 2, 8, 17, 36, 4, 32, 2, 33, 2, 3, 13, 2, 2, 3, 2, 3, 33, 2, 35, 16, 2, 2, 2, 2, 7, 8, 2, 54, 2, 2, 2, 2, 2, 4, 20, 27, 2, 2, 12, 12, 2, 19, 106, 4, 2, 8, 3, 2, 2, 2, 2, 2, 8, 2, 4, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 6, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 128, 107, 3, 2, 5, 9, 2, 27, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 4, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 14, 2, 2, 2, 2, 2, 2, 11, 12, 2, 2, 7, 2, 2, 2, 3, 4, 9, 9, 3, 2, 4, 2, 2, 4, 2, 6, 2, 2, 1, 2, 14, 1, 2, 3, 2, 2, 5, 3, 2, 2, 2, 2, 1, 4, 2, 3, 2, 4, 2, 1, 2, 2, 3, 2, 2, 6, 2, 4, 2, 2, 3, 2, 2, 4, 2, 2, 2, 2, 3, 1, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 7, 2, 1, 2, 3, 3, 2, 2, 3, 2, 2, 4, 6, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 4, 5, 3, 4, 2, 2, 2, 3, 4, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 5, 2, 2, 2, 2, 2, 8, 4, 8, 4, 2, 2, 1, 1, 2, 2, 2, 4, 1, 2, 3, 2, 4, 4, 2, 2, 3, 2, 2, 3, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 4, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 1, 1, 1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,3140,
470,,,,"Abstract tracer value encountered where concrete value is expected: Traced<ShapedArray(float32[])>with<DynamicJaxprTrace(level=2/4)>
The axis argument must be known statically.
The error occurred while tracing the function __call__ at jax_files/BIOMD0000000470.py:23 for xla_call. This concrete value was not available in Python because it depends on the value of the argument 'c'.

See https://jax.readthedocs.io/en/latest/errors.html#jax.errors.ConcretizationTypeError",Smallbone2013 - E.coli metabolic model with modular rate law,['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],786,0,2,399,0,0,425,"[2, 2, 2, 2, 8, 17, 36, 4, 32, 2, 33, 2, 3, 13, 2, 2, 3, 2, 3, 33, 2, 35, 16, 2, 2, 2, 2, 7, 8, 2, 54, 2, 2, 2, 2, 2, 4, 20, 27, 2, 2, 12, 12, 2, 19, 106, 4, 2, 8, 3, 2, 2, 2, 2, 2, 8, 2, 4, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 6, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 128, 107, 3, 2, 5, 9, 2, 27, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 4, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 14, 2, 2, 2, 2, 2, 2, 11, 12, 2, 2, 7, 2, 2, 2, 3, 4, 9, 9, 3, 2, 4, 2, 2, 4, 2, 6, 2, 2, 1, 2, 14, 1, 2, 3, 2, 2, 5, 3, 2, 2, 2, 2, 1, 4, 2, 3, 2, 4, 2, 1, 2, 2, 3, 2, 2, 6, 2, 4, 2, 2, 3, 2, 2, 4, 2, 2, 2, 2, 3, 1, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 7, 2, 1, 2, 3, 3, 2, 2, 3, 2, 2, 4, 6, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 4, 5, 3, 4, 2, 2, 2, 3, 4, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 5, 2, 2, 2, 2, 2, 8, 4, 8, 4, 2, 2, 1, 1, 2, 2, 2, 4, 1, 2, 3, 2, 4, 4, 2, 2, 3, 2, 2, 3, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 4, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 1, 1, 1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,3161,
471,,,,"Abstract tracer value encountered where concrete value is expected: Traced<ShapedArray(float32[])>with<DynamicJaxprTrace(level=2/4)>
The axis argument must be known statically.
The error occurred while tracing the function __call__ at jax_files/BIOMD0000000471.py:23 for xla_call. This concrete value was not available in Python because it depends on the value of the argument 'c'.

See https://jax.readthedocs.io/en/latest/errors.html#jax.errors.ConcretizationTypeError",Smallbone2013 - Yeast metabolic model with linlog rate law,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],657,309,2,282,0,0,310,"[5, 2, 6, 2, 2, 2, 2, 3, 31, 3, 25, 19, 2, 19, 2, 2, 9, 2, 76, 76, 2, 8, 2, 35, 2, 17, 2, 3, 4, 2, 95, 2, 2, 3, 11, 2, 2, 2, 2, 2, 31, 3, 2, 5, 2, 2, 2, 3, 2, 2, 2, 2, 121, 9, 2, 94, 6, 2, 2, 2, 2, 4, 16, 3, 2, 2, 2, 2, 2, 5, 4, 2, 3, 4, 2, 4, 3, 8, 6, 2, 2, 2, 1, 1, 42, 5, 2, 2, 5, 2, 3, 2, 2, 2, 1, 1, 2, 1, 1, 3, 2, 2, 4, 2, 1, 1, 2, 2, 2, 2, 20, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 2, 4, 7, 3, 3, 3, 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 3, 2, 3, 2, 7, 2, 9, 4, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 6, 6, 2, 2, 4, 2, 3, 7, 2, 3, 5, 1, 1, 1, 1, 2, 4, 2, 2, 2, 4, 1, 1, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 8, 8, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 2, 1, 1, 2, 1, 1, 2, 2, 3, 3, 5, 1, 1, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2426,
472,,,,"Abstract tracer value encountered where concrete value is expected: Traced<ShapedArray(float32[])>with<DynamicJaxprTrace(level=2/4)>
The axis argument must be known statically.
The error occurred while tracing the function __call__ at jax_files/BIOMD0000000472.py:23 for xla_call. This concrete value was not available in Python because it depends on the value of the argument 'c'.

See https://jax.readthedocs.io/en/latest/errors.html#jax.errors.ConcretizationTypeError",Smallbone2013 - Yeast metabolic model with modular rate law,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],657,0,2,282,0,0,310,"[5, 2, 6, 2, 2, 2, 2, 3, 31, 3, 25, 19, 2, 19, 2, 2, 9, 2, 76, 76, 2, 8, 2, 35, 2, 17, 2, 3, 4, 2, 95, 2, 2, 3, 11, 2, 2, 2, 2, 2, 31, 3, 2, 5, 2, 2, 2, 3, 2, 2, 2, 2, 121, 9, 2, 94, 6, 2, 2, 2, 2, 4, 16, 3, 2, 2, 2, 2, 2, 5, 4, 2, 3, 4, 2, 4, 3, 8, 6, 2, 2, 2, 1, 1, 42, 5, 2, 2, 5, 2, 3, 2, 2, 2, 1, 1, 2, 1, 1, 3, 2, 2, 4, 2, 1, 1, 2, 2, 2, 2, 20, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 2, 4, 7, 3, 3, 3, 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 3, 2, 3, 2, 7, 2, 9, 4, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 6, 6, 2, 2, 4, 2, 3, 7, 2, 3, 5, 1, 1, 1, 1, 2, 4, 2, 2, 2, 4, 1, 1, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 8, 8, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 2, 1, 1, 2, 1, 1, 2, 2, 3, 3, 5, 1, 1, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2443,
473,,,,"Abstract tracer value encountered where concrete value is expected: Traced<ShapedArray(float32[])>with<DynamicJaxprTrace(level=2/4)>
The axis argument must be known statically.
The error occurred while tracing the function __call__ at jax_files/BIOMD0000000473.py:23 for xla_call. This concrete value was not available in Python because it depends on the value of the argument 'c'.

See https://jax.readthedocs.io/en/latest/errors.html#jax.errors.ConcretizationTypeError","Smallbone2013 - Yeast metabolic model with modular rate law, merged with Pritchard 2002",['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],713,0,2,298,0,0,319,"[2, 10, 10, 11, 2, 5, 2, 6, 2, 2, 2, 2, 3, 33, 3, 23, 20, 2, 20, 2, 2, 9, 2, 73, 73, 3, 2, 38, 2, 15, 2, 4, 5, 2, 99, 2, 2, 3, 10, 2, 2, 2, 2, 2, 33, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 126, 9, 2, 99, 6, 2, 2, 2, 2, 2, 2, 4, 17, 5, 2, 2, 2, 2, 2, 6, 4, 5, 7, 2, 3, 5, 2, 3, 8, 2, 2, 2, 3, 6, 1, 1, 43, 6, 2, 6, 2, 2, 5, 2, 3, 2, 2, 2, 1, 1, 2, 1, 1, 3, 2, 2, 5, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 13, 2, 2, 2, 1, 2, 2, 3, 3, 2, 2, 3, 2, 4, 2, 4, 6, 3, 3, 3, 1, 1, 2, 2, 3, 2, 1, 2, 4, 2, 7, 2, 2, 2, 4, 2, 2, 2, 2, 2, 1, 2, 2, 6, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 4, 2, 5, 7, 2, 3, 5, 1, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 3, 2, 4, 2, 2, 1, 1, 2, 1, 1, 2, 2, 3, 3, 6, 1, 1, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 7, 2, 7, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 1, 1, 3, 3, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2581,
474,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
475,,,,NaN values,Amara2013 - PCNA ubiquitylation in the activation of PRR pathway,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],23,1,1,25,0,1,23,"[1, 1, 3, 4, 5, 2, 8, 3, 4, 3, 2, 4, 3, 5, 5, 4, 3, 5, 3, 3, 2, 2, 3]",1,26,
476,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
477,,,,,Mol2013 - Immune Signal Transduction in Leishmaniasis,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],43,0,2,49,0,0,43,"[2, 2, 4, 3, 2, 2, 3, 2, 2, 4, 2, 2, 1, 2, 3, 2, 2, 1, 1, 2, 2, 2, 2, 5, 3, 2, 1, 1, 5, 2, 2, 2, 4, 2, 2, 1, 2, 4, 3, 2, 2, 1, 2]",0,84,1.2664749622345
478,,,,NaN values,Besozzi2012 - Oscillatory regimes in the Ras/cAMP/PKA pathway in S.cerevisiae,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],33,39,1,39,0,0,33,"[5, 6, 4, 4, 2, 2, 4, 5, 4, 2, 2, 2, 1, 15, 3, 4, 4, 4, 3, 3, 3, 2, 3, 2, 5, 3, 2, 0, 3, 3, 2, 4, 2]",0,40,
479,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
480,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
481,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
482,,,,NaN values,Noguchi2013 - Insulin dependent glucose metabolism,[],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],23,56,3,29,0,0,23,"[1, 3, 2, 3, 4, 1, 1, 2, 1, 2, 2, 1, 2, 4, 4, 2, 4, 4, 2, 2, 2, 2, 1]",0,59,
483,,,,,Cao2008 - Network of a toggle switch,[],[],[],[],[],[],[],[],8,8,1,8,0,0,8,"[2, 6, 2, 6, 2, 2, 2, 2]",0,9,0.533307552337647
484,,,,Neg values,Cao2013 - Application of ABSIS method in birth-death process,[],[],[],[],[],[],[],[],2,2,1,2,0,0,2,"[2, 2]",0,3,
485,,,,Neg values,Cao2013 - Application of ABSIS method in the bistable Schlögl model,[],[],[],[],[],[],[],[],2,8,1,4,0,0,2,"[4, 4]",0,9,
486,,,,,Cao2013 - Application of ABSIS method in the reversible isomerization model,[],[],[],[],[],[],[],[],2,2,1,2,0,0,2,"[2, 2]",0,3,0.392360925674438
487,,,,,Cao2013 - Application of ABSIS in the the enzymatic futile cycle,[],[],[],[],[],[],[],[],6,6,1,6,0,0,6,"[3, 3, 3, 3, 3, 3]",0,7,0.490216255187988
488,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
489,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
490,,New case: unkown Reaction variable: ceil,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
491,,,,,Pathak2013 - MAPK activation in response to various abiotic stresses,[],[],[],[],[],[],['Viridiplantae'],['Eukaryota'],57,172,3,86,0,0,57,"[1, 7, 3, 2, 3, 3, 2, 2, 2, 2, 1, 1, 5, 4, 4, 4, 2, 10, 2, 5, 1, 1, 1, 1, 1, 3, 2, 11, 3, 7, 5, 5, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14]",0,175,2.25993180274963
492,,,,,Pathak2013 - MAPK activation in response to various biotic stresses,[],[],[],[],[],[],['Viridiplantae'],['Eukaryota'],52,176,3,88,0,0,52,"[3, 2, 3, 5, 3, 3, 5, 7, 5, 1, 3, 1, 2, 2, 6, 4, 5, 4, 2, 2, 12, 4, 8, 6, 8, 1, 1, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 14]",0,179,2.69681739807129
493,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
494,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
495,,,,,Sen2013 - Phospholipid Synthesis in P.knowlesi,['Plasmodium knowlesi'],['Plasmodium'],['Plasmodiidae'],['Haemosporida'],['Aconoidasida'],['Apicomplexa'],[],['Eukaryota'],11,34,1,17,0,0,11,"[1, 3, 5, 3, 3, 3, 5, 4, 1, 2, 1]",0,35,0.840941905975342
496,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
497,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
498,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
499,,,,NaN values,Vizan2013 - TGF pathway long term signaling,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],26,29,1,0,13,17,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,26,
500,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
501,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
502,,,,,Messiha2013 - Pentose phosphate pathway model,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],21,7,1,11,0,2,12,"[2, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 1]",2,62,1.4187958240509
503,,,,,Messiha2013 - combined glycolysis and pentose phosphate pathway model,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],76,10,2,34,0,4,37,"[3, 4, 1, 4, 8, 7, 1, 2, 2, 2, 3, 6, 2, 2, 1, 2, 5, 2, 4, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3, 3, 3, 3, 2, 2, 3]",4,233,4.77053213119507
504,,,,Neg values,"Proctor2013 - Cartilage breakdown, interventions to reduce collagen release",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],75,131,4,132,0,0,74,"[5, 2, 5, 2, 2, 26, 3, 3, 4, 4, 3, 3, 3, 4, 8, 2, 2, 4, 2, 3, 3, 3, 3, 3, 2, 7, 6, 3, 2, 3, 2, 6, 4, 10, 3, 6, 7, 2, 2, 3, 5, 5, 5, 4, 2, 2, 2, 3, 3, 2, 4, 4, 3, 3, 2, 4, 2, 2, 2, 2, 2, 3, 2, 1, 1, 4, 2, 2, 4, 10, 2, 2, 2, 2]",0,136,
505,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
506,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
507,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
508,,,,,Barrack2014 - Calcium/cell cycle coupling - Cyclin D dependent ATP release,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],16,48,1,0,8,8,8,"[0, 0, 0, 0, 0, 0, 0, 0]",8,49,1.3181631565094
509,,,,NaN values,Barrack2014 - Calcium/cell cycle coupling - Rs dependent ATP release,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],16,48,1,0,8,8,8,"[0, 0, 0, 0, 0, 0, 0, 0]",8,49,
510,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
511,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
512,,,,NaN values,Benson2014 - FAAH inhibitors for the treatment of osteoarthritic pain,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],39,155,5,75,0,27,39,"[4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 3, 1]",27,133,
513,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
514,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
515,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
516,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
517,,,,,Smallbone2013 - Colon Crypt cycle - Version 3,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,20,1,9,0,6,4,"[2, 3, 2, 2]",6,15,0.632078170776367
518,,,,,Smallbone2013 - Colon Crypt cycle - Version 2,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,20,1,9,0,6,4,"[2, 3, 2, 2]",6,15,0.631808996200562
519,,,,,Smallbone2013 - Colon Crypt cycle - Version 1,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,13,1,7,0,5,3,"[2, 3, 2]",5,9,0.547550678253174
520,,,,,Smallbone2013 - Colon Crypt cycle - Version 0,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,12,1,7,0,1,3,"[2, 3, 2]",1,12,0.55179238319397
521,,,,,"Ribba2012 - Low-grade gliomas, tumour growth inhibition model",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,10,2,0,4,1,4,"[0, 0, 0, 0]",1,11,0.886822462081909
522,,,,,Muraro2014 - Vascular patterning in Arabidopsis roots,[],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],16,69,1,0,15,7,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,64,0.821911573410034
523,,,,,"Kallenberger2014 - CD95L induced apoptosis initiated by caspase-8, CD95 HeLa cells (cis/trans variant)",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],18,12,1,13,0,1,16,"[2, 6, 1, 4, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,14,0.75195574760437
524,,,,,"Kallenberger2014 - CD95L induced apoptosis initiated by caspase-8, wild-type HeLa cells (cis/trans variant)",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],18,12,1,13,0,1,16,"[2, 6, 1, 4, 3, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,14,0.741160154342651
525,,,,,"Kallenberger2014 - CD95L induced apoptosis initiated by caspase-8, CD95 HeLa cells (cis/trans-cis/trans variant)",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],18,15,1,19,0,1,16,"[2, 9, 1, 7, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,17,0.884480953216553
526,,,,,"Kallenberger2014 - CD95L induced apoptosis initiated by caspase-8, wild-type HeLa cells (cis/trans-cis/trans variant)",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],18,15,1,19,0,1,16,"[2, 9, 1, 7, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,17,0.91711950302124
527,,,,,Kaiser2014 - Salmonella persistence after ciprofloxacin treatment,"['Mus musculus', 'Salmonella enterica']","['Mus', 'Salmonella']","['Muridae', 'Enterobacteriaceae']","['Rodentia', 'Enterobacterales']","['Mammalia', 'Gammaproteobacteria']","['Chordata', 'Proteobacteria']",['Metazoa'],"['Eukaryota', 'Bacteria']",1,16,1,0,1,0,1,[0],0,17,0.575130701065064
528,,,,Neg values,Fribourg2014 - Dynamics of viral antagonism and innate immune response (H1N1 influenza A virus - Cal/09),"['Homo sapiens', 'Influenza A virus']","['Homo', 'Alphainfluenzavirus']","['Hominidae', 'Orthomyxoviridae']","['Primates', 'Articulavirales']","['Mammalia', 'Insthoviricetes']","['Chordata', 'Negarnaviricota']","['Metazoa', 'Orthornavirae']","['Eukaryota', 'Viruses']",13,49,3,12,0,5,13,"[12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,47,
529,,,,Neg values,Fribourg2014 - Dynamics of viral antagonism and innate immune response (H1N1 influenza A virus - NC/99),"['Homo sapiens', 'Influenza A virus']","['Homo', 'Alphainfluenzavirus']","['Hominidae', 'Orthomyxoviridae']","['Primates', 'Articulavirales']","['Mammalia', 'Insthoviricetes']","['Chordata', 'Negarnaviricota']","['Metazoa', 'Orthornavirae']","['Eukaryota', 'Viruses']",13,49,3,12,0,5,13,"[12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,47,
530,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
